device_name,device_id,computation_resources,task_sizes,computing_demands,network_conditions,iot_x_locations,iot_y_locations,edge_x_locations,edge_y_locations,distances,energy_consumption,latency,cost
TV,739517,1143.6278620481212,2.3932951305507544,868.2050550379664,20.035958341806737,35,41,32,65,24.186773244895647,2415.5002044905254,128.464269834449,1.155067389136934
TV,739518,1013.3150476794847,10.519008513681415,982.6086633852402,62.777676390728914,48,19,7,61,58.69412236331676,1693.3895908171128,113.3002919594147,2.0578747361045244
TV,739519,1921.6450282296669,21.58976592163951,856.9680075734672,68.6550480033576,93,67,44,37,57.4543296888929,2297.293317539833,88.6670323881867,1.942899257539524
TV,739520,1383.974761937729,35.07902417602239,949.1265427852758,21.245719910290337,52,13,5,70,73.87827826905551,2663.1521662572654,103.0531192213906,1.1305218770973762
TV,739521,1259.425371623423,9.55666279467932,1193.3700065463977,28.63189255949042,93,43,10,78,90.07774419910837,4844.096022019332,144.30370126461085,2.1313446525621753
TV,739522,1572.6065694455335,8.614981793091854,1157.3055316986251,36.38000125088329,91,53,92,72,19.026297590440446,2776.0601292835663,100.76905996960922,1.942888053378425
TV,739523,1226.1108518235312,31.29104025039002,628.9973638576455,91.50771494931519,80,49,78,54,5.385164807134504,2739.8498274856584,85.76777614415421,0.47694033805875635
TV,739524,1633.774697634746,32.287420178434836,879.3297918491235,20.04747406753276,29,59,38,63,9.848857801796104,2178.273406699436,120.60233536236818,0.5537362091631257
TV,739525,1975.0977326023253,29.648115146661798,1394.7179311750806,99.13475532022225,36,54,23,69,19.849433241279208,4634.345302576833,122.62402824700138,1.0263088253199903
TV,739526,1616.4059865822185,17.799220403088544,950.3623800616313,52.05434424586609,70,64,63,31,33.734255586866,3190.8484207972574,102.73498606031775,0.14901489416473535
TV,739527,1565.9427622445667,0.8087443837391421,1370.3631787518216,69.81588992536409,38,48,46,53,9.433981132056603,4819.513401771122,109.82833256269858,1.8482178143879746
TV,739528,1709.448194738743,19.19915384877278,1425.0413842426096,55.26343087827808,51,0,87,60,69.9714227381436,4764.949156357111,73.27138749702148,0.9314831959150572
TV,739529,1347.779871440622,45.703877824304556,1292.2616640533322,81.86573708406,15,78,72,38,69.63476143421474,1979.152694962711,144.47617313244174,1.010851918671031
TV,739530,1262.827141366974,0.7432671770391054,538.6034934178122,99.95218666175819,76,2,53,30,36.235341863986875,4526.134436896738,100.52399015587655,1.8785517991450058
TV,739531,1169.9523842684719,42.77568930204685,1251.732891373878,94.88667828525647,37,2,27,84,82.60750571225353,2498.205080081686,76.30947133779267,1.5064230253905435
TV,739532,1206.781780269264,16.253171948453414,1475.7395902413261,94.24670535370814,59,49,78,23,32.202484376209235,1646.9390075328786,79.08236004660907,0.7996895735480419
TV,739533,1507.0732484427788,8.003460352882568,577.5057994888411,50.982813258693575,31,4,42,61,58.05170109479997,2503.9045371910543,144.52671413824865,1.7643518218616001
TV,739534,1243.6529321392327,47.15564972644048,1022.6184035965746,13.881584477620247,63,95,3,34,85.56284240252891,2256.1547372272667,52.34005557672175,1.8787421124903123
TV,739535,1312.7357618847886,30.280631986054583,859.0488749625432,96.16805769231661,6,76,77,37,81.00617260431454,1597.7245007885408,79.04646564430946,1.823625598620687
TV,739536,1385.7910804718565,21.284458320045403,727.2933325001899,67.70524161614048,54,86,11,36,65.94694837519019,3081.366844457621,59.8423065403596,2.0996789176604835
TV,739537,1304.069952744742,11.563001694159375,1162.5285424176468,63.157087465536,19,30,15,71,41.19465984809196,3603.727928258774,144.87087285458128,1.2276203143757425
TV,739538,1965.181260726287,38.07001757663968,1209.1668577909784,74.60394974156192,43,30,11,32,32.0624390837628,1991.0228724102378,67.7345687962764,0.41156691858006195
TV,739539,1114.586520778442,2.457016000887292,594.0424872408645,55.83971973268347,79,23,85,1,22.80350850198276,3386.1983953790523,88.62682115295449,2.113787466211496
TV,739540,1373.5350631846868,32.20250041377203,1389.5747481909093,88.55173638819409,66,36,98,65,43.18564576337837,2634.7093615483486,130.61930789031078,1.182747717020084
TV,739541,1735.9060813025267,34.58290697067643,667.3094112414917,49.67335117592243,89,76,75,71,14.866068747318506,4200.850075760223,56.285397612458986,0.36524914202833847
TV,739542,1252.95795454204,21.938547080861856,697.6847011069531,36.384921916750635,83,45,89,61,17.08800749063506,1322.4676908857482,114.29017715336445,2.112726473943067
TV,739543,1036.1781534289985,11.697211144286937,1479.8597874168615,25.870367735616128,47,48,20,9,47.43416490252569,1241.2890256819921,63.93966207460239,0.30190139795011806
TV,739544,1506.3812555315599,17.20299463487246,656.2543762713624,66.52200436204835,50,63,52,43,20.09975124224178,2914.8178998300896,147.17286745335923,2.4843419718224946
TV,739545,1262.747872264966,28.939335667932486,1059.580061228747,48.96522310519284,76,73,89,32,43.01162633521314,2327.5463430410637,76.93298785901304,0.6921845256292825
TV,739546,1147.7513878721818,48.96371375973255,619.821435760458,96.97628998823792,50,7,26,80,76.84399781375251,1429.6969176102943,69.7437641472837,1.8858992121953622
TV,739547,1784.4873629318863,10.041126609893086,1446.8395473531032,55.76593698619719,54,44,12,21,47.885279575251516,2117.455633653446,94.65974146600927,1.9553191711094768
TV,739548,1432.1815935120846,15.143545884593989,1322.1760675753544,68.92107302140253,76,75,38,22,65.21502894272147,1953.9097537460273,54.06403940669511,0.6807851151129799
TV,739549,1360.8563044473644,46.25821864756289,965.0164320808527,34.57204410055464,4,35,32,43,29.120439557122072,2507.48266644822,134.9499866752826,0.938551037593586
TV,739550,1928.2894060728142,7.209488253679976,1221.558192227462,27.83246063731295,37,1,1,57,66.57326790837296,3433.2501597358605,60.77666992272608,1.8026276853383083
TV,739551,1469.6772116781563,14.414380315778516,1353.9375393505322,86.8335179023077,75,43,42,11,45.967379738244816,2349.313223233053,66.02556147891062,1.4255770327120336
TV,739552,1059.8827003884785,46.16078985065982,1184.9514291147236,84.0623003220654,89,96,59,1,99.62429422585637,2477.630023487861,51.795181512475864,0.33543533536206266
TV,739553,1791.2673861705011,36.67900265780714,739.1153965883026,34.84743880504181,25,80,71,34,65.05382386916237,3047.2277096517923,52.71735232052017,0.6586161231602181
TV,739554,1849.2704712373202,23.937294866417112,767.4505473886773,36.473226530052614,33,26,3,85,66.18912297349165,2694.5345061881344,115.3816447670188,1.615739301437497
TV,739555,1278.2433085305163,37.73224609654276,1108.713292408616,62.905401775226345,91,16,99,95,79.40403012442127,2524.568933747118,65.92354517558562,0.20227719016461448
TV,739556,1802.1319101081262,35.13112827538828,1388.9290995295569,88.58734354179845,20,38,59,68,49.20365840057018,3320.050697742541,147.98248782023558,2.264654672242392
TV,739557,1928.6575304351506,21.981431147376306,1247.945866906392,32.384396444544464,93,14,79,56,44.27188724235731,4055.7830842432104,144.7144340235583,0.6892900965963327
TV,739558,1097.5628555225892,2.092121339354326,748.5775814048948,14.779887847936124,91,92,33,65,63.97655820689325,4676.23949225064,118.09664209397181,0.8222176952944868
TV,739559,1580.6722888989339,6.681362476597067,1354.270789514639,31.216749827034224,23,27,26,77,50.08991914547278,3372.5944650250312,81.5674709851514,1.8739696239273158
TV,739560,1850.0748795778463,48.75469867325344,1326.3110596461759,56.941551774652524,20,21,98,44,81.32035415564789,3939.484315834958,63.05621371576326,1.6913228261302253
TV,739561,1270.041500540105,7.836948466010506,576.6052997073575,31.769247733693145,27,80,74,95,49.33558553417604,3801.7130211100384,110.32120441937388,1.2526182816690346
TV,739562,1987.0453134121838,7.535965156120243,1127.034676471336,11.907743239991484,41,51,45,29,22.360679774997898,3667.254371624521,54.65544003689885,0.5579850393409294
TV,739563,1800.7789207171252,6.244757142603207,1168.0478459442108,10.222768348482694,47,73,81,50,41.048751503547585,4862.414518435245,107.45538174866695,0.8434565287077463
TV,739564,1346.6195933086851,35.343091962815414,949.2887367740977,49.745972045089324,55,51,22,24,42.638011210655684,4647.510287049736,147.68685541349825,1.5826231312843997
TV,739565,1647.3128193041518,19.795513434821324,887.9954050912645,66.47686264344071,2,46,32,38,31.04834939252005,1766.0708274251328,109.78838935286063,1.5880629899306618
